#,Type,DocNum,Description,Custom Entry,AddID,CardName,TaxDate,NumAtCard,U_CUINNUMBER,Taxable Amount,VAT AMOUNT
11050,Local,1713390,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,13/08/2023,5374720,0020109550000319326,4753.75,760.6
11051,Local,1713391,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,01/08/2023,440930,0190979290000014455,9271.5,1483.44
11052,Local,1713392,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,04/08/2023,441674,0190979210000026182,4267.25,682.76
11053,Local,1713393,Goods & Services,,P051380899P,SPRING VALLEY COFFEE ROASTERS LTD,11/08/2023,INV-00012075,0190432390000096001,29689.63,4750.34
11054,Local,1713397,Goods & Services,,P051116172X,BROOKSIDE DAIRY,11/08/2023,2308120842,0040095420000344258,8435.69,1349.71
11055,Local,1713400,Goods & Services,,P051142408J,ZENKO KENYA LIMITED,10/08/2023,IN424518,0190433770000069355,122540.94,19606.55
11056,Local,1713401,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,13/08/2023,5374673,0020108550000319282,2549.5,407.92
11057,Local,1713402,Goods & Services,,P051373513Q,GOLDEN AFRICA K LTD,12/08/2023,90116626,0110397880000014112,36920.69,5907.31
11058,Local,1713403,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,12/08/2023,5372964,0020108540000249786,948.88,151.82
11059,Local,1713404,Goods & Services,,P000608017P,KENYA NUT COMPANY,08/08/2023,1129737,0020110750000018308,30920,4947.2
11060,Local,1713405,Goods & Services,,P000591311A,EAST AFRICA UNILEVER  K  U L,08/08/2023,5230252568,0110161060000007006,80335.94,12853.75
11061,Local,1713406,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,01/08/2023,440932,0190979210000025898,5004.31,800.69
11062,Local,1713408,Goods & Services,,P000596926F,KENCHIC FROZEN,11/08/2023,KSIN4681863,0020594590000068827,10121.75,1619.48
11063,Local,1713409,Goods & Services,,P000592722P,FARMERS CHOICE LTD DELI,11/08/2023,SI+N000281875,0090541490000050799,3659.44,585.51
11064,Local,1713410,Goods & Services,,P000592785G,TWIGA STATIONERS AND PRINTERS LTD,10/08/2023,669558,0010193140000022872,17519.75,2803.16
11065,Local,1713411,Goods & Services,,P000592785G,TWIGA STATIONERS AND PRINTERS LTD,10/08/2023,669524,0010193140000022836,1318.94,211.03
11066,Local,1713412,Goods & Services,,P051727538R,SUPER SAVERS DISTRIBUTION LTD,09/08/2023,NIN6198,0110399940000001399,48475.5,7756.08
11067,Local,1713414,Goods & Services,,P051527023B,CHIRAG AFRICA LIMITED,07/08/2023,CA78524,0430400840000008226,8017.13,1282.74
11068,Local,1713415,Goods & Services,,P051116172X,BROOKSIDE DAIRY,10/08/2023,2308111281,0040095410000317797,48073.44,7691.75
11069,Local,1713416,Goods & Services,,P051130256M,DORIC INDUSTRIES LIMITED SR,08/08/2023,2023/2424,0040557060000003599,8036.06,1285.77
11070,Local,1713417,Goods & Services,,P051133389C,MILL BAKERS LIMITED,10/08/2023,C161528,0040078680000070610,19402.56,3104.41
11071,Local,1713418,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,02/08/2023,441328,0190438080000028885,5004.31,800.69
11072,Local,1713419,Goods & Services,,P051137476I,HASBAH KENYA LTD CADBURY,11/08/2023,NBIINV1075360,0090972930000021162,26524,4243.84
11073,Local,1713420,Goods & Services,,P051137476I,HASBAH KENYA LTD,11/08/2023,NBIINV1075462,0090972930000021280,70035.38,11205.66
11074,Local,1713422,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,12/08/2023,1059862,0190980270000014858,19605.5,3136.88
11075,Local,1713423,Goods & Services,,P051116172X,BROOKSIDE DAIRY,11/08/2023,2308120582,0040095410000318276,9560.94,1529.75
11076,Local,1713426,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,13/08/2023,5374728,0020108550000319334,3852.5,616.4
11077,Local,1713427,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,14/08/2023,1060078,0190980270000015118,2855.19,456.83
11078,Local,1713431,Goods & Services,,P051222633P,BOUNTY LIMITED,07/08/2023,BIN089123,0090968690000011700,3120.69,499.31
11079,Local,1713433,Goods & Services,,P051436262H,KIJANI COMMODITIES LID,31/07/2023,KJN/088/2023,0040118730000000692,7051.44,1128.23
11080,Local,1713434,Goods & Services,,P051169597V,WESTLANDS TRADING LTD,05/08/2023,92862,0430205210000006219,20767.25,3322.76
11081,Local,1713435,Goods & Services,,P051130256M,DORIC INDUSTRIES LIMITED SR,07/08/2023,2023/2402,0040557060000003550,10810.19,1729.63
11082,Local,1713436,Goods & Services,,P051222633P,BOUNTY LIMITED,07/08/2023,BIN089128,0090968690000011694,10799.5,1727.92
11083,Local,1713437,Goods & Services,,P051185361B,DOMAINE KENYA LTD,11/08/2023,000267,0430835760000000267,10862.06,1737.93
11084,Local,1713438,Goods & Services,,P051107657E,BURHANI BAKERS,11/08/2023,8855,0190329250000004686,4062.06,649.93
11085,Local,1713439,Goods & Services,,P051226518W,SALIM WAZARAN KENYA CO. LTD,08/08/2023,SDM-PSIO234600,0040095340000007077,29493.31,4718.93
11086,Local,1713440,Goods & Services,,P051149897W,C.DORMAN,07/08/2023,127828,0110168160000019823,91896.56,14703.45
11087,Local,1713441,Goods & Services,,P000592722P,FARMERS CHOICE LTD,11/08/2023,SI+N000282037,0090541490000050967,95834.5,15333.52
11088,Local,1713442,Goods & Services,,P051179490Z,TOP FOOD EA LTD,04/08/2023,54836,0040563010000006615,92376.88,14780.3
11089,Local,1713443,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,09/08/2023,1059424,0190980270000014206,1646.88,263.5
11090,Local,1713444,Goods & Services,,P051192619Q,SMART BRANDS LTD HQ,08/08/2023,IN-978106,0020115030000009543,45510.06,7281.61
11091,Local,1713445,Goods & Services,,P051137476I,HASBAH KENYA LTD P AND G,12/08/2023,NBIINV1075530,0090972930000021368,60409.94,9665.59
11092,Local,1713446,Goods & Services,,P051235863I,MAGNUM VENTURES LIMITED,10/08/2023,15893,0110369190000001139,17234.5,2757.52
11093,Local,1713447,Goods & Services,,P051185361B,DOMAINE KENYA LTD,11/08/2023,000266,0430835760000000266,15788.75,2526.2
11094,Local,1713449,Goods & Services,,P052014596F,OFELOS LIMITED,12/08/2023,0040005360000000631,0040005360000000631,4153.44,664.55
11095,Local,1713451,Goods & Services,,P051107657E,BURHANI BAKERS,11/08/2023,8856,0190329250000004685,2252.19,360.35
11096,Local,1713452,Goods & Services,,P051970311U,MARIESTA TRADING COM LTD SR,12/08/2023,MT/117,0041419790000000094,9840,1574.4
11097,Local,1713453,Goods & Services,,P000592722P,FARMERS CHOICE LTD DELI,10/08/2023,SI+N000281912,0090541490000050862,1170.25,187.24
11098,Local,1713454,Goods & Services,,P051665444M,DEEDS PRODUCTION,11/08/2023,6627,0040816460000000858,2327.56,372.41
11099,Local,1713455,Goods & Services,,P000592722P,FARMERS CHOICE LTD,10/08/2023,SI+N000282040,0090541490000050960,72830.5,11652.88
11100,Local,1713456,Goods & Services,,P000596926F,KENCHIC FROZEN,11/08/2023,KSIN4681787,0020594590000068751,17274.5,2763.92
11101,Local,1713457,Goods & Services,,P051348849R,DNO LEEWAY COMMODITIES LTD SR,12/08/2023,GRT 04273,,9525.88,1524.14
11102,Local,1713458,Goods & Services,,P051356496T,LOREAL E A LIMITED HQ,11/08/2023,230113113,0020112070000013000,4921.94,787.51
11103,Local,1713459,Goods & Services,,P051327435D,ENOVA INDUSTRIES LIMITED,04/08/2023,75068,0170519390000015590,3362.06,537.93
11104,Local,1713460,Goods & Services,,P051133389C,MILL BAKERS LIMITED,09/08/2023,C161373,0040078880000070143,59322.44,9491.59
11105,Local,1713462,Goods & Services,,P000618594N,CHANDARIA  INDUSTRIES LIMITED TONI,09/08/2023,1532038,0110167020000166807,7370.69,1179.31
11106,Local,1713463,Goods & Services,,P000611756Q,COCA COLA NAIROBI BOTTLERS LIMITED,02/08/2023,12222251517,0110604280000061345,81369.13,13019.06
11107,Local,1713464,Goods & Services,,P051222633P,BOUNTY LIMITED,07/08/2023,BIN089124,0090968690000011701,5108.63,817.38
11108,Local,1713465,Goods & Services,,P000625880F,TRI CLOVER INDUSTRIES LTD,25/07/2023,268440,0110605590000013668,39541.94,6326.71
11109,Local,1713466,Goods & Services,,P051720257D,BIC EAST AFRICA LIMITED,09/08/2023,23003195RI,0190434490000004335,1293.13,206.9
11110,Local,1713467,Goods & Services,,P051192869H,WINNIES PURE HEALTH,09/08/2023,137288,0190276130000009034,11514.56,1842.33
11111,Local,1713469,Goods & Services,,P051192869H,WINNIES PURE HEALTH,09/08/2023,137290,0190276130000009035,3457.81,553.25
11112,Local,1713471,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,07/08/2023,1059162,0190980270000013823,11836.56,1893.85
11113,Local,1713474,Goods & Services,,P051116172X,BROOKSIDE DAIRY,08/08/2023,2308091084,0040095430000156965,4838.13,774.1
11114,Local,1713475,Goods & Services,,P051316010K,CANON CHEMICALS LTD,07/08/2023,INV23-002390,0190979100000006540,35110.75,5617.72
11115,Local,1713476,Goods & Services,,P051133389C,MILL BAKERS LIMITED,09/08/2023,C161314,0040078680000069938,14482.75,2317.24
11116,Local,1713477,Goods & Services,,P051345577O,WEETABIX E.A LTD,08/08/2023,IF2308000108,0110396600000010658,5674.81,907.97
11117,Local,1713478,Goods & Services,,P051345577O,WEETABIX E.A LTD,08/08/2023,IL2308000118,0110396600000010664,8182.81,1309.25
11118,Local,1713480,Goods & Services,,P000599670O,NAIROBI ENTERPRISES LTD,07/08/2023,1400263,0020111100000017332,32675.88,5228.14
11119,Local,1713481,Goods & Services,,P051414847E,THE CHOICE OF E A LTD,08/08/2023,2037,0040799310000000750,11917.25,1906.76
11120,Local,1713482,Goods & Services,,P051169597V,WESTLANDS TRADING LTD,08/08/2023,93413,0430205210000006921,15061.44,2409.83
11121,Local,1713485,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,06/08/2023,SINV099983,0190434240000026873,2288.31,366.13
11122,Local,1713486,Goods & Services,,P051222633P,BOUNTY LIMITED,04/08/2023,BIK013149,0090968700000002794,41245.81,6599.33
11123,Local,1713487,Goods & Services,,P051111321X,KRISH COMMODITIES LTD,04/08/2023,46106,0190433700000004712,8620.69,1379.31
11124,Local,1713488,Goods & Services,,P051101234A,HYPERMART LTD SR HQ,07/08/2023,702591,0010193240000057366,116260,18601.6
11125,Local,1713489,Goods & Services,,P051592739L,TOLSTOY TRADING LIMITED,04/08/2023,7547,0090971200000002679,13958.19,2233.31
11126,Local,1713490,Goods & Services,,P051101234A,HYPERMART LTD SR HQ,07/08/2023,702590,0010193240000057364,157690,25230.4
11127,Local,1713492,Goods & Services,,P000614859D,AQUAPET AND STATIONERS LTD,04/08/2023,INV/01533,0170493470000031992,2606.88,417.1
11128,Local,1713493,Goods & Services,,P051455153F,BEE CARE APIARIES INTERNATIONAL LTD SR,24/07/2023,4287,1821768990000001025,7498.44,1199.75
11129,Local,1713494,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,07/08/2023,442051,0190980220000004354,59826.56,9572.25
11130,Local,1713495,Goods & Services,,P051222633P,BOUNTY LIMITED,07/08/2023,BIN089122,0090968690000011699,7793.06,1246.89
11131,Local,1713496,Goods & Services,,P051183770A,NATURES HEALTH LTD,02/08/2023,5511,0040912930000001395,4366,698.56
11132,Local,1713497,Goods & Services,,P051455153F,BEE CARE APIARIES INTERNATIONAL LTD SR,24/07/2023,4286,1821768990000001024,3676.25,588.2
11133,Local,1713498,Goods & Services,,P051671866M,GROUPACO HOLDINGS LTD,07/08/2023,GHL  9564,0190436350000003770,3331,532.96
11134,Local,1713499,Goods & Services,,P000591538Q,NEW WESTLAND STORES,14/08/2023,432342,0430205230000015341,3239.5,518.32
11135,Local,1713500,Goods & Services,,A000163065F,SMOKES AND GIFTS,14/08/2023,8708,0430205640000000443,9975,1596
11136,Local,1713501,Goods & Services,,P051392682J,KEVAN TRADERS LIMITED MISS MUFFINS,14/08/2023,17285,0110659940000002558,1450,232
11137,Local,1713502,Goods & Services,,P051096624B,FINSBURY TRADING LIMITED MSA,10/08/2023,NIN73066,0110399950000019599,9426.75,1508.28
11138,Local,1713503,Goods & Services,,P051564009Z,JADE CONCEPTS LIMITED,11/08/2023,JCLDN 121568,0020112730000001050,9982.75,1597.24
11139,Local,1713504,Goods & Services,,P051383023R,SANGARE GARDENS  LTD,12/08/2023,SGL/INV/AUG23/00593,0040024440000007514,1909.13,305.46
11140,Local,1713505,Goods & Services,,P051116172X,BROOKSIDE DAIRY,12/08/2023,2308131134,0040095430000159515,21222,3395.52
11141,Local,1713506,Goods & Services,,P000591311A,EAST AFRICA UNILEVER  K  U L,11/08/2023,5230252789,0110161060000007220,47452.69,7592.43
11142,Local,1713507,Goods & Services,,P000611756Q,COCA COLA NAIROBI BOTTLERS LIMITED,05/08/2023,1222271479,0110604280000062164,127479.44,20396.71
11143,Local,1713509,Goods & Services,,P051116172X,BROOKSIDE DAIRY,13/08/2023,2308141535,0040095420000345376,8403.69,1344.59
11144,Local,1713510,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,14/08/2023,1060081,0190980270000015121,17692.44,2830.79
11145,Local,1713512,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,31/07/2023,440685,0190438080000028721,6323.25,1011.72
11146,Local,1713513,Goods & Services,,P000592785G,TWIGA STATIONERS AND PRINTERS LTD,07/08/2023,669140,0010193140000022449,4424.38,707.9
11147,Local,1713514,Goods & Services,,P051169597V,WESTLANDS TRADING LTD,05/08/2023,93364,0430205210000006857,26661.19,4265.79
11148,Local,1713515,Goods & Services,,P051169597V,WESTLANDS TRADING LTD,05/08/2023,93366,0430205210000006856,39788.63,6366.18
11149,Local,1713516,Goods & Services,,P051100924G,KEVIAN KENYA LTD,05/08/2023,KKL01073353,0040092770000017225,14181.94,2269.11
11150,Local,1713518,Goods & Services,,P051430155T,THE PAPER FACTORY LTD,09/08/2023,260,0190176530000000260,14650,2344
11151,Local,1713519,Goods & Services,,P051810187J,BRIGHT BONIKA FOOD LIMITED,10/08/2023,11446,0110687730000001304,7696.56,1231.45
11152,Local,1713520,Goods & Services,,P051392682J,KEVAN TRADERS LIMITED MISS MUFFINS,11/08/2023,172775,0110659940000002548,2340,374.4
11153,Local,1713521,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,07/08/2023,442210,0190438080000029229,3685.38,589.66
11154,Local,1713522,Goods & Services,,P000618594N,CHANDARIA INDUSTRIES LTD HENKEL C BRANDS,12/08/2023,1534394,0110167020000168283,69599,11135.84
11155,Local,1713523,Goods & Services,,P051137476I,HASBAH KENYA LTD P AND G,11/08/2023,NBIINV1075508,0090972930000021333,35248.38,5639.74
11156,Local,1713524,Goods & Services,,P000604356U,MIBISCO LTD,10/08/2023,357050,0170495940000045129,1596.56,255.45
11157,Local,1713526,Goods & Services,,P051830048b,YYTZ AGRO PROCESSING K LTD,12/08/2023,INV-1376,0040010670000000623,19890,3182.4
11158,Local,1713527,Goods & Services,,P000608549F,BRUSH MANUFACTURERS,11/08/2023,397774,0190276240000016297,5529.31,884.69
11159,Local,1713528,Goods & Services,,P051511450S,PREMVATI ENTERPRISES,14/08/2023,2013,0090180790000000416,3879.31,620.69
11160,Local,1713529,Goods & Services,,P000591311A,EAST AFRICA UNILEVER  K  U L,12/08/2023,5230252852,0110161060000007276,37818,6050.88
11161,Local,1713530,Goods & Services,,P051116172X,BROOKSIDE DAIRY,12/08/2023,2308130727,0040095410000318739,7648.63,1223.78
11162,Local,1713531,Goods & Services,,P051116172X,BROOKSIDE DAIRY,12/08/2023,2308131503,0040095410000318744,3889.88,622.38
11163,Local,1713532,Goods & Services,,P051116172X,BROOKSIDE DAIRY,13/08/2023,2308141399,0040095410000319276,25655.5,4104.88
11164,Local,1713534,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,03/08/2023,441609,0190979210000026125,4267.25,682.76
11165,Local,1713535,Goods & Services,,P000591795D,RAZCO LTD,09/08/2023,2307001099,0190407180000030166,32182.13,5149.14
11166,Local,1713536,Goods & Services,,P000596926F,KENCHIC FROZEN,10/08/2023,KSIN4681562,0020594590000068420,3864.69,618.35
11167,Local,1713537,Goods & Services,,P051111186Z,OZ FOODS 2ND ACCOUNT SR,01/08/2023,22162,0110606400000001016,67679.63,10828.74
11168,Local,1713538,Goods & Services,,P000592722P,FARMERS CHOICE LTD DELI,11/08/2023,SI+N000281950,0090541490000050868,930,148.8
11169,Local,1713540,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,08/08/2023,SINV100170,0190434240000027047,1137.44,181.99
11170,Local,1713542,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,08/08/2023,442467,0190979210000026398,8612.06,1377.93
11171,Local,1713543,Goods & Services,,P051116172X,BROOKSIDE DAIRY,09/08/2023,2308101311,0040095430000157895,20164.31,3226.29
11172,Local,1713545,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,07/08/2023,442344,0190980220000004429,8456.94,1353.11
11173,Local,1713546,Goods & Services,,P051732012Z,READY BELLY LIMITED,08/08/2023,2751,0090542200000001217,5131,820.96
11174,Local,1713547,Goods & Services,,P000611756Q,COCA COLA NAIROBI BOTTLERS LIMITED,09/08/2023,1222279628,0110604760000067860,180355.94,28856.95
11175,Local,1713548,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,11/08/2023,1059727,0190980270000014647,16935.75,2709.72
11176,Local,1713551,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,08/08/2023,SINV100127,0190434240000027012,2151.81,344.29
11177,Local,1713552,Goods & Services,,P051116172X,BROOKSIDE DAIRY,10/08/2023,2308111405,0040095410000317662,26028.13,4164.5
11178,Local,1713553,Goods & Services,,P052118057C,ECOPACK LIMITED,11/08/2023,777,0041399200000000390,16600,2656
11179,Local,1713554,Goods & Services,,P051133389C,MILL BAKERS LIMITED,11/08/2023,C161548,0040078680000070630,11171.56,1787.45
11180,Local,1713555,Goods & Services,,P051110056I,ARMAAN LIMITED SR,10/08/2023,INV189174,0110397080000019104,13935,2229.6
11181,Local,1713556,Goods & Services,,P051767081V,KENMEAT LIMITED,11/08/2023,INV16920,0090969560000008816,2843.13,454.9
11182,Local,1713557,Goods & Services,,P051583563M,SIERRA PREMIUM BREWERIES,10/08/2023,IN004698,0040071940000003722,19862.06,3177.93
11183,Local,1713558,Goods & Services,,P000618594N,CHANDARIA INDUSTRIES LTD HENKEL C BRANDS,09/08/2023,1532034,0110167020000166804,74000.75,11840.12
11184,Local,1713559,Goods & Services,,P051116172X,BROOKSIDE DAIRY,09/08/2023,2308100879,0040095410000316587,73944.06,11831.05
11185,Local,1713560,Goods & Services,,P051116172X,BROOKSIDE DAIRY,09/08/2023,2308100889,0040095410000316588,207290.06,33166.41
11186,Local,1713561,Goods & Services,,P051691789U,TWIRL ENTERPRISES LTD,10/08/2023,.3945,0190178920000001513,211896.56,33903.45
11187,Local,1713562,Goods & Services,,P000608167F,HACO INDUSTRIES KENYA  LTD,09/08/2023,IN23080177,0190431310000006564,59438.5,9510.16
11188,Local,1713563,Goods & Services,,P051678644V,ANTONIA  STOGDALE  LTD SR,10/08/2023,2867,0430568000000000685,3111.63,497.86
11189,Local,1713565,Goods & Services,,P051168946K,MOHANS OYSTERBAY DRINKS  KENYA,09/08/2023,16237,0010193420000011968,108603.44,17376.55
11190,Local,1713566,Goods & Services,,P000596923C,EXCEL CHEMICALS LTD,08/08/2023,979082,0190980290000001595,47365.75,7578.52
11191,Local,1713568,Goods & Services,,P051222633P,BOUNTY LIMITED,08/08/2023,BIY006279,0090968690000011758,58487.06,9357.93
11192,Local,1713570,Goods & Services,,P051126245U,VIVA GLOBAL LIMITED,11/08/2023,147584,0090542210000006972,148605.75,23776.92
11193,Local,1713571,Goods & Services,,P051149897W,C.DORMAN,10/08/2023,128063,0110168160000020103,32672.31,5227.57
11194,Local,1713572,Goods & Services,,P000618594N,CHANDARIA INDUSTRIES  LTD KENTASTE,11/08/2023,1534249,0110167020000168190,3236.88,517.9
11195,Local,1713573,Goods & Services,,P051116172X,BROOKSIDE DAIRY,11/08/2023,2308120751,0040095420000344049,6748.56,1079.77
11196,Local,1713574,Goods & Services,,P051668344R,CAROLINES CUPCAKES SR,14/08/2023,INV-00/3/002660,0040131510000001573,1448.25,231.72
11197,Local,1713575,Goods & Services,,P051393117S,WORLD BRANDS K LTD HQ,09/08/2023,060589,0040094050000011881,14731.25,2357
11198,Local,1713577,Goods & Services,,P051152671V,NEW KCC LTD,11/08/2023,95102853,0190428770000010250,13416.25,2146.6
11199,Local,1713580,Goods & Services,,P051174301I,C AND R FOOD INDUSTRIES LTD,10/08/2023,46987,0010193440000003916,18254.38,2920.7
11200,Local,1713583,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,07/08/2023,SINV100054,0190434240000026965,2852,456.32
11201,Local,1713585,Goods & Services,,P000595344Z,ARMCO KENYA LIMITED SR HQ,08/08/2023,141512,0110162170000049958,8259,1321.44
11202,Local,1713586,Goods & Services,,P051196427B,KABATI DAIRY,10/08/2023,5309,0040242100000000487,3514.69,562.35
11203,Local,1713587,Goods & Services,,P051605517B,GLOBAL SLACKER ENTERPRISES LTD,09/08/2023,12421,0190456760000002037,6310.31,1009.65
11204,Local,1713589,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,10/08/2023,SINV100485,0190434240000027242,2344.31,375.09
11205,Local,1713591,Goods & Services,,P051116172X,BROOKSIDE DAIRY,09/08/2023,2308101738,0040095410000316960,35593.5,5694.96
11206,Local,1713592,Goods & Services,,P000628476L,KHETIA DRAPERS LTD,08/08/2023,062-00020483,0110394370000012899                              *STROKESCRIBE.COM FREE*,12296,1967.36
11207,Local,1713593,Goods & Services,,P000614859D,AQUAPET AND STATIONERS LTD,21/07/2023,INV/01483,0170493470000030139,5213.81,834.21
11208,Local,1713595,Goods & Services,,P051668344R,CAROLINES CUPCAKES SR,12/08/2023,INV-00/3/002656,0040131510000001569,5425.88,868.14
11209,Local,1713596,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,08/08/2023,1661230509,0110397370000063850,56,8.96
11210,Local,1713597,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE FROZEN AND CHILLED,08/08/2023,SINV100211,0190434250000009945,14185.06,2269.61
11211,Local,1713598,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,08/08/2023,SINV100120,0190434240000027007,2350.56,376.09
11212,Local,1713599,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,06/08/2023,SINV099893,0190434240000026816,4534.69,725.55
11213,Local,1713601,Goods & Services,,P051183770A,NATURES HEALTH LTD,02/08/2023,5507,0040912930000001388,2211.19,353.79
11214,Local,1713602,Goods & Services,,P051466387U,CLOROX SUB SAHARA  AFRICA  LTD,01/08/2023,0000005520,0040072110000002589,17243.5,2758.96
11215,Local,1713604,Goods & Services,,P051387396X,RWENZORI KENYA LIMITED,04/08/2023,RKL INV2897/23,0090541720000003371,4501,720.16
11216,Local,1713605,Goods & Services,,P051222633P,BOUNTY LIMITED,08/08/2023,BIU004939,0090968700000002829,4331.06,692.97
11217,Local,1713606,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,10/08/2023,1879230135,0110397340000113791,84.06,13.45
11218,Local,1713608,Goods & Services,,P051691789U,TWIRL ENTERPRISES LTD,07/08/2023,3951,0190178920000001517,30465.5,4874.48
11219,Local,1713610,Goods & Services,,P000591334K,DEBENHAM AND FEAR LTD HQ,10/08/2023,546638,0040071920000031581,106382.5,17021.2
11220,Local,1713612,Goods & Services,,P051116172X,BROOKSIDE DAIRY,09/08/2023,2308100837,0040095430000157582,20544.81,3287.17
11221,Local,1713613,Goods & Services,,P051133389C,MILL BAKERS LIMITED,09/08/2023,CI61376,0040078680000070163,17529.31,2804.69
11222,Local,1713614,Goods & Services,,P000608453C,SUNPOWER PRODUCTS LTD,09/08/2023,1184069,0040091730000052023,36115.13,5778.42
11223,Local,1713615,Goods & Services,,P000596923C,EXCEL CHEMICALS LTD,07/08/2023,978886,0190980290000001506,4968.75,795
11224,Local,1713616,Goods & Services,,P051137476I,HASBAH KENYA LTD CADBURY,11/08/2023,NBIINV1075446,0090972930000021256,100481.44,16077.03
11225,Local,1713617,Goods & Services,,P051137476I,HASBAH KENYA LTD P AND G,11/08/2023,NBIINV1057414,0090972930000021218,83616.94,13378.71
11226,Local,1713618,Goods & Services,,P000611756Q,COCA COLA NAIROBI BOTTLERS LIMITED,01/08/2023,1222260527,0110604280000061081,191241.75,30598.68
11227,Local,1713619,Goods & Services,,P000611756Q,COCA COLA NAIROBI BOTTLERS LIMITED,01/08/2023,1222260209,0110604280000061080,4060.81,649.73
11228,Local,1713620,Goods & Services,,P051321533L,ROSAKIND EA LIMITED,11/08/2023,51648,0040762670000003233,5948.25,951.72
11229,Local,1713621,Goods & Services,,P051110056I,ARMAAN LIMITED SR,11/08/2023,INV189205,0110397080000019137,1890,302.4
11230,Local,1713622,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,09/08/2023,SIN100269,0190434240000027133,303.13,48.5
11231,Local,1713623,Goods & Services,,P051810187J,BRIGHT BONIKA FOOD LIMITED,11/08/2023,11449,0110687730000001305,3620.69,579.31
11232,Local,1713624,Goods & Services,,P051152671V,NEW KCC LTD,11/08/2023,95103082,0190428740000093628,1800,288
11233,Local,1713626,Goods & Services,,P051327229D,SHALINA HEALTHCARE K LTD,07/08/2023,0005615T1,0190437890000006134,43060.56,6889.69
11234,Local,1713627,Goods & Services,,P051107657E,BURHANI BAKERS,11/08/2023,8858,0190329250000004683,1379.94,220.79
11235,Local,1713628,Goods & Services,,P051149897W,C.DORMAN,09/08/2023,127977,0110168160000019999,19895.88,3183.34
11236,Local,1713630,Goods & Services,,P051152671V,NEW KCC LTD,11/08/2023,95103123,0190428740000093915,4121.25,659.4
11237,Local,1713631,Goods & Services,,P051116172X,BROOKSIDE DAIRY,11/08/2023,2308121306,0040095430000158949,8762.44,1401.99
11238,Local,1713632,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,12/08/2023,1059953,0190980270000014949,10725.31,1716.05
11239,Local,1713634,Goods & Services,,P051677474Z,JUBILEE TISSUE INDUSTRIES LTD,09/08/2023,25035/2023,0040075050000010727,34398.94,5503.83
